Código ATICA,Tienda,Código EST,Sección,Demarca Controlada,Demarca Incontrolada
5833,"CALLE PILOÑA, 31",5471,11,56.52,20.86
5833,"CALLE PILOÑA, 31",5471,14,221.08,50.27
5833,"CALLE PILOÑA, 31",5471,15,204.56,29.24
5833,"CALLE PILOÑA, 31",5471,20,2.49,6.23
5833,"CALLE PILOÑA, 31",5471,21,30.57,1.32
5833,"CALLE PILOÑA, 31",5471,22,300.21,37.96
5833,"CALLE PILOÑA, 31",5471,23,255.29,35.68
5833,"CALLE PILOÑA, 31",5471,24,175.77,2.85
5833,"CALLE PILOÑA, 31",5471,26,26.36,2.92
5833,"CALLE PILOÑA, 31",5471,30,0.00,0.00
5833,"CALLE PILOÑA, 31",5471,31,6.25,0.00
5833,"CALLE PILOÑA, 31",5471,32,0.00,0.00
5833,"CALLE PILOÑA, 31",5471,33,0.00,0.00
5833,"CALLE PILOÑA, 31",5471,34,23.96,0.00
5833,"CALLE PILOÑA, 31",5471,35,0.00,0.00
5833,"CALLE PILOÑA, 31",5471,67,0.00,0.00
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,10,8.66,37.78
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,11,1.52,26.39
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,14,18.49,72.45
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,15,186.17,45.70
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,20,39.29,12.06
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,21,0.00,1.48
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,22,300.66,47.47
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,23,145.00,57.06
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,24,244.56,8.06
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,26,68.09,5.50
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,30,0.00,0.00
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,31,0.00,0.00
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,32,0.00,0.00
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,33,0.00,0.00
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,34,0.00,0.00
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,35,0.00,0.00
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,45,0.00,0.00
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,65,0.00,0.00
5849,"Barrio La Rañada 14, Urbanización Montesol, Bloque 3 Local 9",5481,67,0.00,0.00
5858,C/ ARNAU D'OMS 29,5484,10,28.18,37.27
5858,C/ ARNAU D'OMS 29,5484,11,0.00,23.39
5858,C/ ARNAU D'OMS 29,5484,14,97.15,54.32
5858,C/ ARNAU D'OMS 29,5484,15,406.01,33.44
5858,C/ ARNAU D'OMS 29,5484,20,65.13,6.08
5858,C/ ARNAU D'OMS 29,5484,21,4.27,0.50
5858,C/ ARNAU D'OMS 29,5484,22,493.49,15.28
5858,C/ ARNAU D'OMS 29,5484,23,58.22,26.27
5858,C/ ARNAU D'OMS 29,5484,24,25.65,3.46
5858,C/ ARNAU D'OMS 29,5484,26,33.76,2.17
5858,C/ ARNAU D'OMS 29,5484,30,0.00,0.00
5858,C/ ARNAU D'OMS 29,5484,31,0.00,0.00
5858,C/ ARNAU D'OMS 29,5484,32,0.00,0.00
5858,C/ ARNAU D'OMS 29,5484,33,0.00,0.00
5858,C/ ARNAU D'OMS 29,5484,34,11.68,0.00
5858,C/ ARNAU D'OMS 29,5484,41,0.00,0.00
5858,C/ ARNAU D'OMS 29,5484,45,0.00,0.00
5901,"Av. Del Puerto, 3",5501,10,22.98,42.99
5901,"Av. Del Puerto, 3",5501,11,12.87,12.84
5901,"Av. Del Puerto, 3",5501,14,72.66,50.51
5901,"Av. Del Puerto, 3",5501,15,30.55,28.99
5901,"Av. Del Puerto, 3",5501,20,29.48,7.25
5901,"Av. Del Puerto, 3",5501,21,13.27,0.86
5901,"Av. Del Puerto, 3",5501,22,275.54,25.85
5901,"Av. Del Puerto, 3",5501,23,27.80,52.17
5901,"Av. Del Puerto, 3",5501,24,6.72,2.40
5901,"Av. Del Puerto, 3",5501,26,0.00,6.07
5901,"Av. Del Puerto, 3",5501,30,0.00,0.00
5901,"Av. Del Puerto, 3",5501,31,0.00,0.00
5901,"Av. Del Puerto, 3",5501,32,0.00,0.00
5901,"Av. Del Puerto, 3",5501,33,0.00,0.00
5901,"Av. Del Puerto, 3",5501,34,0.00,0.00
5910,Plaza Rafael Mingarro,5509,10,29.57,42.32
5910,Plaza Rafael Mingarro,5509,11,0.00,39.48
5910,Plaza Rafael Mingarro,5509,14,26.33,85.47
5910,Plaza Rafael Mingarro,5509,15,565.12,59.09
5910,Plaza Rafael Mingarro,5509,20,93.35,12.84
5910,Plaza Rafael Mingarro,5509,21,23.10,2.79
5910,Plaza Rafael Mingarro,5509,22,44.77,33.75
5910,Plaza Rafael Mingarro,5509,23,753.67,51.82
5910,Plaza Rafael Mingarro,5509,24,58.73,8.85
5910,Plaza Rafael Mingarro,5509,26,79.94,5.39
5910,Plaza Rafael Mingarro,5509,30,0.00,0.00
5910,Plaza Rafael Mingarro,5509,31,0.00,0.00
5910,Plaza Rafael Mingarro,5509,32,0.00,0.00
5910,Plaza Rafael Mingarro,5509,33,0.00,0.00
5910,Plaza Rafael Mingarro,5509,34,0.00,0.00
5910,Plaza Rafael Mingarro,5509,35,0.00,0.00
5910,Plaza Rafael Mingarro,5509,43,0.00,0.00
5910,Plaza Rafael Mingarro,5509,45,0.00,0.00
5914,"Av. Galicia, 7",5513,10,2.41,54.06
5914,"Av. Galicia, 7",5513,11,7.34,41.11
5914,"Av. Galicia, 7",5513,14,57.77,125.76
5914,"Av. Galicia, 7",5513,15,388.38,74.34
5914,"Av. Galicia, 7",5513,20,76.48,16.91
5914,"Av. Galicia, 7",5513,21,0.00,2.21
5914,"Av. Galicia, 7",5513,22,585.48,108.80
5914,"Av. Galicia, 7",5513,23,229.96,82.61
5914,"Av. Galicia, 7",5513,24,56.19,8.69
5914,"Av. Galicia, 7",5513,26,134.38,12.37
5914,"Av. Galicia, 7",5513,30,0.00,0.00
5914,"Av. Galicia, 7",5513,31,3.04,0.00
5914,"Av. Galicia, 7",5513,33,0.00,0.00
5914,"Av. Galicia, 7",5513,34,0.00,0.00
5914,"Av. Galicia, 7",5513,35,0.00,0.00
5914,"Av. Galicia, 7",5513,45,0.00,0.00
5914,"Av. Galicia, 7",5513,67,0.00,0.00
5918,Camino Cabueñes 24,5517,10,35.92,41.19
5918,Camino Cabueñes 24,5517,11,113.82,28.36
5918,Camino Cabueñes 24,5517,14,165.88,72.28
5918,Camino Cabueñes 24,5517,15,330.28,48.44
5918,Camino Cabueñes 24,5517,20,86.19,12.09
5918,Camino Cabueñes 24,5517,21,2.97,1.57
5918,Camino Cabueñes 24,5517,22,396.98,47.39
5918,Camino Cabueñes 24,5517,23,101.74,88.63
5918,Camino Cabueñes 24,5517,24,295.00,7.24
5918,Camino Cabueñes 24,5517,26,129.86,6.42
5918,Camino Cabueñes 24,5517,30,0.00,0.00
5918,Camino Cabueñes 24,5517,31,7.88,0.00
5918,Camino Cabueñes 24,5517,32,2.33,0.00
5918,Camino Cabueñes 24,5517,33,0.00,0.00
5918,Camino Cabueñes 24,5517,34,1.80,0.00
5918,Camino Cabueñes 24,5517,45,0.00,0.00
5918,Camino Cabueñes 24,5517,62,0.00,0.00
5918,Camino Cabueñes 24,5517,67,0.00,0.00
5921,C/ Doctor Severo Ochoa 9,5520,10,7.31,45.90
5921,C/ Doctor Severo Ochoa 9,5520,11,31.35,33.19
5921,C/ Doctor Severo Ochoa 9,5520,14,24.35,87.42
5921,C/ Doctor Severo Ochoa 9,5520,15,254.59,60.11
5921,C/ Doctor Severo Ochoa 9,5520,20,68.01,13.59
5921,C/ Doctor Severo Ochoa 9,5520,21,18.36,3.19
5921,C/ Doctor Severo Ochoa 9,5520,22,1.06,52.24
5921,C/ Doctor Severo Ochoa 9,5520,23,126.54,80.50
5921,C/ Doctor Severo Ochoa 9,5520,24,71.80,6.06
5921,C/ Doctor Severo Ochoa 9,5520,26,66.53,8.63
5921,C/ Doctor Severo Ochoa 9,5520,30,0.00,0.00
5921,C/ Doctor Severo Ochoa 9,5520,31,2.14,0.00
5921,C/ Doctor Severo Ochoa 9,5520,32,0.34,0.00
5921,C/ Doctor Severo Ochoa 9,5520,33,0.00,0.00
5921,C/ Doctor Severo Ochoa 9,5520,34,0.00,0.00
5921,C/ Doctor Severo Ochoa 9,5520,35,0.00,0.00
5921,C/ Doctor Severo Ochoa 9,5520,45,0.00,0.00
5921,C/ Doctor Severo Ochoa 9,5520,62,0.00,0.00
5936,"Plaza Mikel Deuna, 1",5533,10,2.89,39.38
5936,"Plaza Mikel Deuna, 1",5533,11,11.41,51.34
5936,"Plaza Mikel Deuna, 1",5533,14,49.94,96.69
5936,"Plaza Mikel Deuna, 1",5533,15,518.09,64.38
5936,"Plaza Mikel Deuna, 1",5533,20,48.03,14.13
5936,"Plaza Mikel Deuna, 1",5533,21,11.88,2.92
5936,"Plaza Mikel Deuna, 1",5533,22,281.28,44.15
5936,"Plaza Mikel Deuna, 1",5533,23,45.80,63.65
5936,"Plaza Mikel Deuna, 1",5533,24,285.62,6.80
5936,"Plaza Mikel Deuna, 1",5533,26,61.93,3.74
5936,"Plaza Mikel Deuna, 1",5533,30,0.00,0.00
5936,"Plaza Mikel Deuna, 1",5533,31,1.23,0.00
5936,"Plaza Mikel Deuna, 1",5533,32,0.00,0.00
5936,"Plaza Mikel Deuna, 1",5533,33,0.00,0.00
5936,"Plaza Mikel Deuna, 1",5533,34,0.00,0.00
5936,"Plaza Mikel Deuna, 1",5533,41,0.00,0.00
5936,"Plaza Mikel Deuna, 1",5533,45,0.00,0.00
5936,"Plaza Mikel Deuna, 1",5533,63,0.00,0.00
5936,"Plaza Mikel Deuna, 1",5533,64,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,10,13.76,92.13
5939,"Avda Martí Pujol, 27",5536,11,0.00,78.74
5939,"Avda Martí Pujol, 27",5536,13,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,14,47.06,219.43
5939,"Avda Martí Pujol, 27",5536,15,408.05,117.78
5939,"Avda Martí Pujol, 27",5536,20,55.16,21.23
5939,"Avda Martí Pujol, 27",5536,21,2.25,2.66
5939,"Avda Martí Pujol, 27",5536,22,465.30,158.62
5939,"Avda Martí Pujol, 27",5536,23,653.76,108.99
5939,"Avda Martí Pujol, 27",5536,24,0.00,33.39
5939,"Avda Martí Pujol, 27",5536,26,148.55,9.05
5939,"Avda Martí Pujol, 27",5536,30,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,31,0.50,0.00
5939,"Avda Martí Pujol, 27",5536,32,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,33,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,34,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,35,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,41,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,43,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,44,0.00,0.00
5939,"Avda Martí Pujol, 27",5536,45,0.00,0.00
5950,Sector Escultores nº1,5545,10,0.00,10.32
5950,Sector Escultores nº1,5545,11,0.00,6.43
5950,Sector Escultores nº1,5545,14,0.00,10.51
5950,Sector Escultores nº1,5545,15,45.16,22.35
5950,Sector Escultores nº1,5545,20,37.17,0.76
5950,Sector Escultores nº1,5545,21,0.00,0.04
5950,Sector Escultores nº1,5545,22,40.77,9.31
5950,Sector Escultores nº1,5545,23,0.00,16.31
5950,Sector Escultores nº1,5545,24,0.00,1.13
5950,Sector Escultores nº1,5545,26,15.20,0.53
5950,Sector Escultores nº1,5545,31,0.00,0.00
5950,Sector Escultores nº1,5545,32,0.00,0.00
5950,Sector Escultores nº1,5545,34,0.00,0.00
5950,Sector Escultores nº1,5545,45,0.00,0.00
5964,"RAMBLA SANT JORDI, 7",5559,10,84.45,61.82
5964,"RAMBLA SANT JORDI, 7",5559,11,11.20,46.03
5964,"RAMBLA SANT JORDI, 7",5559,14,87.05,119.55
5964,"RAMBLA SANT JORDI, 7",5559,15,337.59,77.23
5964,"RAMBLA SANT JORDI, 7",5559,20,2.70,13.87
5964,"RAMBLA SANT JORDI, 7",5559,21,0.00,2.33
5964,"RAMBLA SANT JORDI, 7",5559,22,0.00,107.82
5964,"RAMBLA SANT JORDI, 7",5559,23,1407.49,60.99
5964,"RAMBLA SANT JORDI, 7",5559,24,273.64,7.20
5964,"RAMBLA SANT JORDI, 7",5559,26,33.82,6.26
5964,"RAMBLA SANT JORDI, 7",5559,30,11.98,0.00
5964,"RAMBLA SANT JORDI, 7",5559,31,0.00,0.00
5964,"RAMBLA SANT JORDI, 7",5559,32,0.00,0.00
5964,"RAMBLA SANT JORDI, 7",5559,33,12.07,0.00
5964,"RAMBLA SANT JORDI, 7",5559,34,2.69,0.00
5964,"RAMBLA SANT JORDI, 7",5559,41,0.00,0.00
5964,"RAMBLA SANT JORDI, 7",5559,45,0.00,0.00
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,10,218.72,50.67
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,11,10.64,30.63
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,14,43.29,75.39
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,15,219.96,53.90
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,20,45.14,10.71
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,21,0.00,1.37
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,22,185.66,44.05
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,23,184.91,48.57
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,24,235.96,4.91
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,26,0.83,2.11
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,30,0.00,0.00
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,31,3.59,0.00
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,32,0.00,0.00
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,33,0.00,0.00
5965,"CALLE FERNANDO CASANOVA BENLLOCH, 8",5560,34,5.80,0.00
5971,"Carrer Bonança, 6",5565,10,31.06,25.51
5971,"Carrer Bonança, 6",5565,11,1.73,13.05
5971,"Carrer Bonança, 6",5565,13,0.00,0.00
5971,"Carrer Bonança, 6",5565,14,179.02,31.67
5971,"Carrer Bonança, 6",5565,15,234.00,16.92
5971,"Carrer Bonança, 6",5565,20,159.56,4.34
5971,"Carrer Bonança, 6",5565,21,0.00,0.19
5971,"Carrer Bonança, 6",5565,22,104.65,8.03
5971,"Carrer Bonança, 6",5565,23,63.95,17.54
5971,"Carrer Bonança, 6",5565,24,3.83,1.93
5971,"Carrer Bonança, 6",5565,26,1.92,0.19
5971,"Carrer Bonança, 6",5565,30,0.00,0.00
5971,"Carrer Bonança, 6",5565,31,1.06,0.00
5971,"Carrer Bonança, 6",5565,32,0.00,0.00
5971,"Carrer Bonança, 6",5565,33,0.00,0.00
5971,"Carrer Bonança, 6",5565,34,0.00,0.00
5971,"Carrer Bonança, 6",5565,43,0.00,0.00
5971,"Carrer Bonança, 6",5565,67,0.00,0.00
5972,Carrer Dr Bertomeu 16,5566,10,48.70,70.45
5972,Carrer Dr Bertomeu 16,5566,11,0.00,30.94
5972,Carrer Dr Bertomeu 16,5566,14,44.59,132.03
5972,Carrer Dr Bertomeu 16,5566,15,676.85,74.73
5972,Carrer Dr Bertomeu 16,5566,20,101.72,14.97
5972,Carrer Dr Bertomeu 16,5566,21,2.75,2.31
5972,Carrer Dr Bertomeu 16,5566,22,136.88,82.81
5972,Carrer Dr Bertomeu 16,5566,23,159.35,68.65
5972,Carrer Dr Bertomeu 16,5566,24,242.04,7.93
5972,Carrer Dr Bertomeu 16,5566,26,75.15,7.92
5972,Carrer Dr Bertomeu 16,5566,30,0.00,0.00
5972,Carrer Dr Bertomeu 16,5566,31,12.36,0.00
5972,Carrer Dr Bertomeu 16,5566,32,0.00,0.00
5972,Carrer Dr Bertomeu 16,5566,33,0.00,0.00
5972,Carrer Dr Bertomeu 16,5566,34,0.00,0.00
5972,Carrer Dr Bertomeu 16,5566,43,0.00,0.00
5972,Carrer Dr Bertomeu 16,5566,45,0.00,0.00
5983,"Calle Viena, 1",5576,10,4.70,34.20
5983,"Calle Viena, 1",5576,11,6.94,13.47
5983,"Calle Viena, 1",5576,14,226.10,34.77
5983,"Calle Viena, 1",5576,15,618.07,26.96
5983,"Calle Viena, 1",5576,20,50.36,7.31
5983,"Calle Viena, 1",5576,21,31.88,0.74
5983,"Calle Viena, 1",5576,22,319.60,16.71
5983,"Calle Viena, 1",5576,23,158.33,58.65
5983,"Calle Viena, 1",5576,24,98.59,1.52
5983,"Calle Viena, 1",5576,26,26.88,6.65
5983,"Calle Viena, 1",5576,30,0.00,0.00
5983,"Calle Viena, 1",5576,31,0.00,0.00
5983,"Calle Viena, 1",5576,32,0.00,0.00
5983,"Calle Viena, 1",5576,33,0.00,0.00
5983,"Calle Viena, 1",5576,34,13.02,0.00
5983,"Calle Viena, 1",5576,45,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,10,75.07,34.70
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,11,7.81,36.12
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,14,198.06,74.98
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,15,115.54,52.76
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,20,28.99,14.02
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,21,69.39,3.40
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,22,345.95,36.39
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,23,239.88,60.03
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,24,120.53,5.29
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,26,58.34,6.66
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,30,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,31,2.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,32,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,33,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,34,42.53,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,35,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,41,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,43,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,45,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,60,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,62,4.33,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,63,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,64,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,65,0.00,0.00
5985,ALCALDE JOSE BENJAMIN VILLALOBOS 8,5578,67,0.00,0.00
5990,Poligono de Xaras AC-550,5582,10,139.91,40.50
5990,Poligono de Xaras AC-550,5582,11,55.21,30.48
5990,Poligono de Xaras AC-550,5582,13,0.00,0.00
5990,Poligono de Xaras AC-550,5582,14,272.92,75.28
5990,Poligono de Xaras AC-550,5582,15,581.60,400.93
5990,Poligono de Xaras AC-550,5582,20,175.06,11.24
5990,Poligono de Xaras AC-550,5582,21,0.00,0.11
5990,Poligono de Xaras AC-550,5582,22,323.59,29.49
5990,Poligono de Xaras AC-550,5582,23,358.60,74.84
5990,Poligono de Xaras AC-550,5582,24,571.79,5.94
5990,Poligono de Xaras AC-550,5582,26,92.00,3.14
5990,Poligono de Xaras AC-550,5582,30,0.00,0.00
5990,Poligono de Xaras AC-550,5582,31,0.87,0.00
5990,Poligono de Xaras AC-550,5582,32,0.00,0.00
5990,Poligono de Xaras AC-550,5582,33,0.14,0.00
5990,Poligono de Xaras AC-550,5582,34,8.42,0.00
5995,"Av. Cambados, 57",5587,10,59.82,26.34
5995,"Av. Cambados, 57",5587,11,0.00,9.72
5995,"Av. Cambados, 57",5587,14,274.19,35.51
5995,"Av. Cambados, 57",5587,15,182.21,250.52
5995,"Av. Cambados, 57",5587,20,37.45,5.11
5995,"Av. Cambados, 57",5587,21,0.00,0.26
5995,"Av. Cambados, 57",5587,22,219.90,7.33
5995,"Av. Cambados, 57",5587,23,402.98,30.69
5995,"Av. Cambados, 57",5587,24,85.90,1.56
5995,"Av. Cambados, 57",5587,26,5.00,0.42
5995,"Av. Cambados, 57",5587,30,0.00,0.00
5995,"Av. Cambados, 57",5587,31,0.00,0.00
5995,"Av. Cambados, 57",5587,32,0.00,0.00
5995,"Av. Cambados, 57",5587,33,0.00,0.00
5995,"Av. Cambados, 57",5587,34,6.25,0.00
5995,"Av. Cambados, 57",5587,35,0.00,0.00
5995,"Av. Cambados, 57",5587,45,0.00,0.00
5995,"Av. Cambados, 57",5587,67,0.00,0.00
5997,Avda General Peron nº 12,5589,10,57.06,79.32
5997,Avda General Peron nº 12,5589,11,12.88,81.78
5997,Avda General Peron nº 12,5589,14,135.00,171.48
5997,Avda General Peron nº 12,5589,15,616.38,124.81
5997,Avda General Peron nº 12,5589,20,48.22,27.32
5997,Avda General Peron nº 12,5589,21,151.74,3.49
5997,Avda General Peron nº 12,5589,22,1153.32,134.05
5997,Avda General Peron nº 12,5589,23,216.44,90.91
5997,Avda General Peron nº 12,5589,24,70.29,15.50
5997,Avda General Peron nº 12,5589,26,99.47,24.10
5997,Avda General Peron nº 12,5589,30,0.00,0.00
5997,Avda General Peron nº 12,5589,31,0.10,0.00
5997,Avda General Peron nº 12,5589,32,0.00,0.00
5997,Avda General Peron nº 12,5589,33,0.00,0.00
5997,Avda General Peron nº 12,5589,34,33.73,0.00
5997,Avda General Peron nº 12,5589,35,0.00,0.00
5997,Avda General Peron nº 12,5589,45,0.00,0.00
5997,Avda General Peron nº 12,5589,62,0.00,0.00
5997,Avda General Peron nº 12,5589,65,0.00,0.00
6005,Av. Rubine 4,5595,10,0.64,51.40
6005,Av. Rubine 4,5595,11,0.00,25.40
6005,Av. Rubine 4,5595,14,31.50,96.86
6005,Av. Rubine 4,5595,15,790.56,57.70
6005,Av. Rubine 4,5595,20,239.63,13.74
6005,Av. Rubine 4,5595,21,10.62,1.36
6005,Av. Rubine 4,5595,22,165.63,47.48
6005,Av. Rubine 4,5595,23,764.12,63.83
6005,Av. Rubine 4,5595,24,465.33,5.22
6005,Av. Rubine 4,5595,26,102.63,9.13
6005,Av. Rubine 4,5595,30,0.00,0.00
6005,Av. Rubine 4,5595,31,0.00,0.00
6005,Av. Rubine 4,5595,32,0.00,0.00
6005,Av. Rubine 4,5595,33,0.00,0.00
6005,Av. Rubine 4,5595,34,0.00,0.00
6008,Carrer Rutlla 29,5598,10,0.59,45.43
6008,Carrer Rutlla 29,5598,11,2.33,34.29
6008,Carrer Rutlla 29,5598,14,19.39,75.63
6008,Carrer Rutlla 29,5598,15,342.15,52.24
6008,Carrer Rutlla 29,5598,20,122.85,7.07
6008,Carrer Rutlla 29,5598,21,0.00,1.95
6008,Carrer Rutlla 29,5598,22,24.23,24.43
6008,Carrer Rutlla 29,5598,23,12.47,55.74
6008,Carrer Rutlla 29,5598,24,63.31,4.04
6008,Carrer Rutlla 29,5598,26,0.00,1.84
6008,Carrer Rutlla 29,5598,30,0.00,0.00
6008,Carrer Rutlla 29,5598,31,0.00,0.00
6008,Carrer Rutlla 29,5598,32,0.00,0.00
6008,Carrer Rutlla 29,5598,33,0.00,0.00
6008,Carrer Rutlla 29,5598,34,0.00,0.00
6008,Carrer Rutlla 29,5598,35,0.00,0.00
6008,Carrer Rutlla 29,5598,41,0.00,0.00
6010,C/ Aragon 52,5600,10,102.03,129.70
6010,C/ Aragon 52,5600,11,42.52,112.65
6010,C/ Aragon 52,5600,14,217.83,197.18
6010,C/ Aragon 52,5600,15,320.12,122.68
6010,C/ Aragon 52,5600,20,56.06,19.77
6010,C/ Aragon 52,5600,21,42.86,4.18
6010,C/ Aragon 52,5600,22,790.16,102.03
6010,C/ Aragon 52,5600,23,132.85,73.28
6010,C/ Aragon 52,5600,24,28.08,14.67
6010,C/ Aragon 52,5600,26,69.50,11.65
6010,C/ Aragon 52,5600,30,0.00,0.00
6010,C/ Aragon 52,5600,31,7.28,0.00
6010,C/ Aragon 52,5600,32,0.00,0.00
6010,C/ Aragon 52,5600,33,0.00,0.00
6010,C/ Aragon 52,5600,34,4.76,0.00
6010,C/ Aragon 52,5600,35,0.00,0.00
6010,C/ Aragon 52,5600,40,0.00,0.00
6010,C/ Aragon 52,5600,41,0.00,0.00
6010,C/ Aragon 52,5600,43,0.00,0.00
6010,C/ Aragon 52,5600,45,0.00,0.00
6014,"Avda Maria Ros, 11",5603,10,89.79,61.82
6014,"Avda Maria Ros, 11",5603,11,94.03,35.29
6014,"Avda Maria Ros, 11",5603,13,0.00,0.00
6014,"Avda Maria Ros, 11",5603,14,468.41,95.35
6014,"Avda Maria Ros, 11",5603,15,236.96,58.14
6014,"Avda Maria Ros, 11",5603,20,57.08,11.95
6014,"Avda Maria Ros, 11",5603,21,14.83,1.41
6014,"Avda Maria Ros, 11",5603,22,254.16,39.47
6014,"Avda Maria Ros, 11",5603,23,233.87,62.77
6014,"Avda Maria Ros, 11",5603,24,296.46,7.70
6014,"Avda Maria Ros, 11",5603,26,29.19,3.10
6014,"Avda Maria Ros, 11",5603,30,0.00,0.00
6014,"Avda Maria Ros, 11",5603,31,0.00,0.00
6014,"Avda Maria Ros, 11",5603,32,0.00,0.00
6014,"Avda Maria Ros, 11",5603,33,0.00,0.00
6014,"Avda Maria Ros, 11",5603,34,0.00,0.00
6014,"Avda Maria Ros, 11",5603,45,0.00,0.00
6016,"C/ Andres Mellado, 61",5605,10,28.97,64.16
6016,"C/ Andres Mellado, 61",5605,11,7.81,73.44
6016,"C/ Andres Mellado, 61",5605,14,75.69,131.64
6016,"C/ Andres Mellado, 61",5605,15,938.44,114.04
6016,"C/ Andres Mellado, 61",5605,20,141.92,22.32
6016,"C/ Andres Mellado, 61",5605,21,155.84,4.19
6016,"C/ Andres Mellado, 61",5605,22,886.45,119.81
6016,"C/ Andres Mellado, 61",5605,23,653.29,86.92
6016,"C/ Andres Mellado, 61",5605,24,92.82,11.90
6016,"C/ Andres Mellado, 61",5605,26,144.16,19.35
6016,"C/ Andres Mellado, 61",5605,30,0.51,0.00
6016,"C/ Andres Mellado, 61",5605,31,2.06,0.00
6016,"C/ Andres Mellado, 61",5605,32,0.00,0.00
6016,"C/ Andres Mellado, 61",5605,33,0.00,0.00
